dirty,truth
1504645780.34,1504645780.34
1504645780.35,1504645780.35
1504645780.36,1504645780.36
1504645780.37,1504645780.37
1504645780.38,1504645780.38
1504645780.39,1504645780.39
1504645780.4,1504645780.4
1504645780.41,1504645780.41
1504645780.42,1504645780.42
1504645780.43,1504645780.43
1504645780.44,1504645780.44
1504645780.45,1504645780.45
1504645780.46,1504645780.46
1504645780.47,1504645780.47
1504645780.48,1504645780.48
1504645780.49,1504645780.49
1504645781.4,1504645781.4
1504645781.41,1504645781.41
1504645781.42,1504645781.42
1504645781.43,1504645781.43
1504645781.44,1504645781.44
1504645781.45,1504645781.45
1504645781.46,1504645781.46
1504645781.47,1504645781.47
1504645781.48,1504645781.48
1504645781.49,1504645781.49
1504645781.5,1504645781.5
1504645781.51,1504645781.51
1504645781.52,1504645781.52
1504645781.53,1504645781.53
1504645781.54,1504645781.54
1504645781.55,1504645781.55
1504645781.56,1504645781.56
1504645781.58,1504645781.57
1504645781.59,1504645781.58
1504645781.6,1504645781.59
1504645781.61,1504645781.6
1504645781.62,1504645781.61
1504645781.63,1504645781.62
1504645781.64,1504645781.63
1504645781.65,1504645781.64
1504645781.66,1504645781.65
1504645781.67,1504645781.66
1504645781.68,1504645781.67
1504645781.69,1504645781.68
1504645781.7,1504645781.69
1504645781.71,1504645781.7
1504645781.72,1504645781.71
1504645781.73,1504645781.72
1504645781.74,1504645781.73
1504645781.75,1504645781.74
1504645781.76,1504645781.75
1504645781.77,1504645781.76
1504645781.78,1504645781.77
1504645781.79,1504645781.78
1504645781.8,1504645781.79
1504645781.81,1504645781.8
1504645781.82,1504645781.81
1504645781.831,1504645781.82
1504645781.833,1504645781.83
1504645781.836,1504645781.84
1504645781.837,1504645781.85
1504645781.84,1504645781.86
1504645781.85,1504645781.87
1504645781.86,1504645782.78
1504645781.87,1504645782.79
1504645782.78,1504645782.8
1504645782.79,1504645782.81
1504645782.8,1504645782.82
1504645782.81,1504645782.83
1504645782.82,1504645782.84
1504645782.83,1504645782.85
1504645782.84,1504645782.86
1504645782.85,1504645782.87
1504645782.86,1504645782.88
1504645782.87,1504645782.89
1504645782.88,1504645782.9
1504645782.89,1504645782.91
1504645782.9,1504645782.92
1504645782.91,1504645782.93
1504645782.92,1504645782.94
1504645782.93,1504645782.95
1504645782.94,1504645782.96
1504645782.955,1504645782.97
1504645782.97,1504645782.98
1504645782.985,1504645782.99
1504645783.0,1504645783.0
1504645783.015,1504645783.01
1504645783.03,1504645783.02
1504645783.045,1504645783.03
1504645783.06,1504645783.04
1504645783.075,1504645783.05
1504645783.09,1504645783.06
1504645783.105,1504645783.07
1504645783.12,1504645783.08
1504645783.135,1504645783.09
1504645783.15,1504645783.1
1504645783.165,1504645783.11
1504645783.18,1504645783.12
1504645783.195,1504645783.13
1504645783.21,1504645783.14
1504645783.225,1504645783.15
1504645783.24,1504645783.16
1504645783.255,1504645783.17
1504645783.27,1504645783.18
1504645783.285,1504645783.19
1504645783.3,1504645783.2
1504645783.315,1504645783.21
1504645783.33,1504645783.22
1504645783.345,1504645783.23
1504645783.36,1504645783.24
1504645783.375,1504645783.25
1504645783.39,1504645783.26
1504645783.405,1504645783.27
1504645783.42,1504645783.28
1504645783.435,1504645783.29
1504645783.45,1504645783.3
1504645783.465,1504645783.31
1504645783.48,1504645783.32
1504645783.495,1504645783.33
1504645783.51,1504645783.34
1504645783.525,1504645783.35
1504645783.54,1504645783.36
1504645783.555,1504645783.37
1504645783.57,1504645783.38
1504645783.585,1504645783.39
1504645783.6,1504645783.4
1504645783.615,1504645783.41
1504645783.63,1504645783.42
1504645783.645,1504645783.43
1504645783.66,1504645783.44
1504645783.675,1504645783.45
1504645783.69,1504645783.46
1504645783.705,1504645783.47
1504645783.72,1504645783.48
1504645783.735,1504645783.49
1504645783.75,1504645783.5
1504645783.765,1504645783.51
1504645783.78,1504645783.52
1504645783.795,1504645783.53
1504645783.81,1504645783.54
1504645783.825,1504645783.55
1504645783.84,1504645783.56
1504645783.855,1504645783.57
1504645783.87,1504645783.58
1504645783.885,1504645783.59
1504645783.89,1504645783.6
1504645783.9,1504645783.61
1504645783.91,1504645784.56
1504645783.92,1504645784.57
1504645784.56,1504645784.58
1504645784.57,1504645784.59
1504645784.58,1504645784.6
1504645784.59,1504645784.61
1504645784.6,1504645784.62
1504645784.61,1504645784.63
1504645784.62,1504645784.64
1504645784.63,1504645784.65
1504645784.64,1504645784.66
1504645784.65,1504645784.67
1504645784.66,1504645784.68
1504645784.67,1504645784.69
1504645784.68,1504645784.7
1504645784.69,1504645784.71
1504645784.7,1504645784.72
1504645784.71,1504645784.73
1504645784.72,1504645784.74
1504645784.73,1504645784.75
1504645784.74,1504645784.76
1504645784.75,1504645784.77
1504645784.76,1504645784.78
1504645784.77,1504645785.63
1504645784.78,1504645785.64
1504645785.63,1504645785.65
1504645785.64,1504645785.66
1504645785.65,1504645785.67
1504645785.66,1504645785.68
1504645785.67,1504645785.69
1504645785.68,1504645785.7
1504645785.69,1504645785.71
1504645785.7,1504645785.72
1504645785.715,1504645785.73
1504645785.73,1504645785.74
1504645785.745,1504645785.75
1504645785.76,1504645785.76
1504645785.775,1504645785.77
1504645785.79,1504645785.78
