Truth,Error
145253160,145253173
145253220,145253220
145253280,145253285
145253340,145253358
145253400,145253414
145253460,145253447
145253520,145253525
145253580,145253575
145253640,145253635
145253700,145253700
145253760,145253758
145253820,145253830
145253880,145253883
145253940,145253938
145254000,145254000
145254060,145254060
145254120,145254130
145254180,145254174
145254240,145254240
145254300,145254288
145254360,145254331
145254420,145254422
145258380,145258375
145258440,145258426
145258500,145258506
145258560,145258552
145258620,145258628
145258680,145258679
145258740,145258745
145258800,145258800
145258860,145258863
145258920,145258917
145258980,145258993
145259040,145259038
145259100,145259100
145259160,145259174
145259220,145259203
145259280,145259264
145259340,145259345
145259400,145259385
145259460,145259475
145259520,145259512
145259580,145259569
145259640,145259655
145259700,145259710
145259760,145259774
145259820,145259825
145259880,145259868
145259940,145259955
145260000,145259994
145260060,145260064
145260120,145260125
145260180,145260175
145260240,145260242
145260300,145260305
145260360,145260360
145260420,145260406
145260480,145260479
145260540,145260549
145260600,145260590
145260660,145260655
145260720,145260712
145260780,145260794
145260840,145260842
145260900,145260900
145260960,145260949
145261020,145261021
145261080,145261070
145261140,145261137
145261200,145261190
145261260,145261262
145261320,145261321
145261380,145261374
145261440,145261440
145261500,145261486
145261560,145261542
145261620,145261620
145261680,145261678
145261740,145261742
145261800,145261819
145261860,145261865
145261920,145261907
145261980,145261987
145262040,145262023
145262100,145262092
145262160,145262156
145262220,145262233
145262280,145262269
145262340,145262328
145262400,145262396
145262460,145262450
145262520,145262527
145262580,145262566
145262640,145262625
145262700,145262692
145262760,145262752
145262820,145262835
145262880,145262885
145262940,145262937
145263000,145262984
145263060,145263064
145263120,145263106
145263180,145263161
145263240,145263247
145263300,145263300
145263360,145263365
145263420,145263420
145263480,145263484
145263540,145263530
145263600,145263586
145263660,145263662
145263720,145263708
145263780,145263770
145263840,145263832
145263900,145263897
145263960,145263953
145264020,145264003
145264080,145264070
145264140,145264114
145264200,145264202
145264260,145264240
145264320,145264305
145264380,145264377
145264440,145264429
145264500,145264511
145264560,145264544
145264620,145264619
145264680,145264676
145264740,145264725
145264800,145264801
145264860,145264855
145264920,145264923
145264980,145264984
145265040,145265057
145265100,145265109
145265160,145265153
145265220,145265214
145265280,145265286
145265340,145265342
145265400,145265402
145265460,145265440
145265520,145265516
145265580,145265569
145265640,145265639
145265700,145265696
145265760,145265765
145265820,145265820
145265880,145265883
145265940,145265932
145266000,145265987
145266060,145266052
145266120,145266116
145270980,145270981
145271040,145271033
145271100,145271100
145271160,145271143
145271220,145271232
145271280,145271275
145271340,145271330
145271400,145271402
145271460,145271452
145271520,145271503
145271580,145271563
145271640,145271642
145271700,145271695
145271760,145271755
145271820,145271826
145271880,145271865
145271940,145271929
145272000,145271993
145272060,145272057
145272120,145272116
145272180,145272174
145272240,145272236
145272300,145272295
145272360,145272349
145272420,145272408
145272480,145272479
145272540,145272528
145272600,145272585
145272660,145272653
145272720,145272715
145272780,145272798
145272840,145272829
145272900,145272905
145272960,145272963
145273020,145273005
145273080,145273083
145273140,145273125
145273200,145273170
145273260,145273262
145273320,145273299
145273380,145273380
145273440,145273430
145273500,145273512
145273560,145273566
145273620,145273612
145273680,145273670
145273740,145273724
145273800,145273792
145273860,145273854
145273920,145273913
145273980,145273978
145274040,145274041
145274100,145274100
145274160,145274149
145274220,145274202
145276980,145276987
145277040,145277050
145277100,145277104
145277160,145277151
145277220,145277205
145277280,145277283
145277340,145277340
145277400,145277379
145277460,145277460
145277520,145277524
145277580,145277577
145277640,145277635
145277700,145277688
145277760,145277742
145277820,145277824
145277880,145277873
145277940,145277934
145278000,145278013
145278060,145278062
145278120,145278120
145278180,145278178
145278240,145278251
145278300,145278313
145278360,145278365
145278420,145278421
145278480,145278456
145278540,145278538
145278600,145278595
145278660,145278657
145278720,145278725
145278780,145278749
145278840,145278831
145278900,145278899
145278960,145278952
145279020,145279002
145279080,145279084
145279140,145279139
145279200,145279187
145279260,145279260
145279320,145279324
145279380,145279377
145279440,145279444
145279500,145279497
145279560,145279553
145279620,145279605
145279680,145279676
145279740,145279738
145279800,145279804
145279860,145279855
145279920,145279920
145279980,145279967
145280040,145280029
145280100,145280095
145280160,145280146
145280220,145280224
145280280,145280280
145280340,145280339
145280400,145280400
145280460,145280476
145280520,145280512
145280580,145280554
145280640,145280638
145280700,145280696
145280760,145280751
145280820,145280807
145280880,145280872
145280940,145280938
145281000,145280991
145281060,145281080
145281120,145281107
145281180,145281169
145281240,145281214
145281300,145281299
145281360,145281336
145281420,145281411
145281480,145281474
145281540,145281529
145281600,145281613
